a_Gene_ID	Mirbase ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Species_in_this_group	Species_in_this_group_with_this_site_type	ORF_overlap
transcript:ENSORLT00000032212	ola-miR-187-3p#FMORYLATM0298	8090	3137	3143	3137	3143	202	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036958	ola-miR-187-3p#FMORYLATM0298	8090	1328	1333	1328	1333	203	6mer	x	6mer	8090		0
transcript:ENSORLT00000036958	ola-miR-187-3p#FMORYLATM0298	8090	3137	3143	3137	3143	204	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033703	ola-miR-187-3p#FMORYLATM0298	8090	1253	1258	1253	1258	205	6mer	x	6mer	8090		0
transcript:ENSORLT00000034406	ola-miR-187-3p#FMORYLATM0298	8090	1253	1258	1253	1258	206	6mer	x	6mer	8090		0
transcript:ENSORLT00000018208	ola-miR-187-3p#FMORYLATM0298	8090	406	411	406	411	207	6mer	x	6mer	8090		0
transcript:ENSORLT00000018413	ola-miR-187-3p#FMORYLATM0298	8090	1425	1430	1425	1430	208	6mer	x	6mer	8090		0
transcript:ENSORLT00000040218	ola-miR-187-3p#FMORYLATM0298	8090	1510	1516	1510	1516	209	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040218	ola-miR-187-3p#FMORYLATM0298	8090	2722	2728	2722	2728	210	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000040218	ola-miR-187-3p#FMORYLATM0298	8090	2927	2932	2927	2932	211	6mer	x	6mer	8090		0
transcript:ENSORLT00000018901	ola-miR-187-3p#FMORYLATM0298	8090	3474	3480	3474	3480	212	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000018901	ola-miR-187-3p#FMORYLATM0298	8090	4219	4225	4219	4225	213	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034761	ola-miR-187-3p#FMORYLATM0298	8090	2123	2128	2123	2128	214	6mer	x	6mer	8090		0
transcript:ENSORLT00000018951	ola-miR-187-3p#FMORYLATM0298	8090	163	168	163	168	215	6mer	x	6mer	8090		0
transcript:ENSORLT00000032056	ola-miR-187-3p#FMORYLATM0298	8090	3725	3730	3725	3730	216	6mer	x	6mer	8090		0
transcript:ENSORLT00000032076	ola-miR-187-3p#FMORYLATM0298	8090	1182	1188	1182	1188	217	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032482	ola-miR-187-3p#FMORYLATM0298	8090	449	454	449	454	218	6mer	x	6mer	8090		0
transcript:ENSORLT00000027938	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	219	6mer	x	6mer	8090		0
transcript:ENSORLT00000029676	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	220	6mer	x	6mer	8090		0
transcript:ENSORLT00000030720	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	221	6mer	x	6mer	8090		0
transcript:ENSORLT00000030990	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	222	6mer	x	6mer	8090		0
transcript:ENSORLT00000032251	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	223	6mer	x	6mer	8090		0
transcript:ENSORLT00000038970	ola-miR-187-3p#FMORYLATM0298	8090	182	187	182	187	224	6mer	x	6mer	8090		0
transcript:ENSORLT00000025377	ola-miR-187-3p#FMORYLATM0298	8090	161	166	161	166	225	6mer	x	6mer	8090		0
transcript:ENSORLT00000046088	ola-miR-187-3p#FMORYLATM0298	8090	161	166	161	166	226	6mer	x	6mer	8090		0
transcript:ENSORLT00000037806	ola-miR-187-3p#FMORYLATM0298	8090	315	320	315	320	227	6mer	x	6mer	8090		0
transcript:ENSORLT00000040977	ola-miR-187-3p#FMORYLATM0298	8090	315	320	315	320	228	6mer	x	6mer	8090		0
transcript:ENSORLT00000041537	ola-miR-187-3p#FMORYLATM0298	8090	1260	1265	1260	1265	229	6mer	x	6mer	8090		0
transcript:ENSORLT00000046497	ola-miR-187-3p#FMORYLATM0298	8090	525	531	525	531	230	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000036354	ola-miR-187-3p#FMORYLATM0298	8090	3532	3538	3532	3538	231	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034089	ola-miR-187-3p#FMORYLATM0298	8090	388	394	388	394	232	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000034089	ola-miR-187-3p#FMORYLATM0298	8090	511	516	511	516	233	6mer	x	6mer	8090		0
transcript:ENSORLT00000039391	ola-miR-187-3p#FMORYLATM0298	8090	388	394	388	394	234	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000039391	ola-miR-187-3p#FMORYLATM0298	8090	511	516	511	516	235	6mer	x	6mer	8090		0
transcript:ENSORLT00000030863	ola-miR-187-3p#FMORYLATM0298	8090	47	52	47	52	236	6mer	x	6mer	8090		0
transcript:ENSORLT00000030863	ola-miR-187-3p#FMORYLATM0298	8090	849	855	849	855	237	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000000585	ola-miR-187-3p#FMORYLATM0298	8090	3307	3313	3307	3313	238	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000029496	ola-miR-187-3p#FMORYLATM0298	8090	3307	3313	3307	3313	239	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000000681	ola-miR-187-3p#FMORYLATM0298	8090	19	24	19	24	240	6mer	x	6mer	8090		0
transcript:ENSORLT00000040805	ola-miR-187-3p#FMORYLATM0298	8090	3179	3185	3179	3185	241	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000040805	ola-miR-187-3p#FMORYLATM0298	8090	402	407	402	407	242	6mer	x	6mer	8090		0
transcript:ENSORLT00000000771	ola-miR-187-3p#FMORYLATM0298	8090	1193	1199	1193	1199	243	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000027437	ola-miR-187-3p#FMORYLATM0298	8090	2180	2185	2180	2185	244	6mer	x	6mer	8090		0
transcript:ENSORLT00000045695	ola-miR-187-3p#FMORYLATM0298	8090	521	526	521	526	245	6mer	x	6mer	8090		0
transcript:ENSORLT00000000960	ola-miR-187-3p#FMORYLATM0298	8090	411	417	411	417	246	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000030979	ola-miR-187-3p#FMORYLATM0298	8090	1537	1542	1537	1542	247	6mer	x	6mer	8090		0
transcript:ENSORLT00000034909	ola-miR-187-3p#FMORYLATM0298	8090	831	836	831	836	248	6mer	x	6mer	8090		0
transcript:ENSORLT00000001052	ola-miR-187-3p#FMORYLATM0298	8090	2240	2246	2240	2246	249	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000001052	ola-miR-187-3p#FMORYLATM0298	8090	742	748	742	748	250	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029181	ola-miR-187-3p#FMORYLATM0298	8090	1085	1090	1085	1090	251	6mer	x	6mer	8090		0
transcript:ENSORLT00000033181	ola-miR-187-3p#FMORYLATM0298	8090	1085	1090	1085	1090	252	6mer	x	6mer	8090		0
transcript:ENSORLT00000035402	ola-miR-187-3p#FMORYLATM0298	8090	1085	1090	1085	1090	253	6mer	x	6mer	8090		0
transcript:ENSORLT00000044392	ola-miR-187-3p#FMORYLATM0298	8090	1085	1090	1085	1090	254	6mer	x	6mer	8090		0
transcript:ENSORLT00000001081	ola-miR-187-3p#FMORYLATM0298	8090	333	340	333	340	255	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000033847	ola-miR-187-3p#FMORYLATM0298	8090	835	840	835	840	256	6mer	x	6mer	8090		0
transcript:ENSORLT00000001472	ola-miR-187-3p#FMORYLATM0298	8090	1194	1199	1194	1199	257	6mer	x	6mer	8090		0
transcript:ENSORLT00000001482	ola-miR-187-3p#FMORYLATM0298	8090	1035	1040	1035	1040	258	6mer	x	6mer	8090		0
transcript:ENSORLT00000001482	ola-miR-187-3p#FMORYLATM0298	8090	1979	1985	1979	1985	259	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000028671	ola-miR-187-3p#FMORYLATM0298	8090	694	699	694	699	260	6mer	x	6mer	8090		0
transcript:ENSORLT00000033744	ola-miR-187-3p#FMORYLATM0298	8090	777	782	777	782	261	6mer	x	6mer	8090		0
transcript:ENSORLT00000036218	ola-miR-187-3p#FMORYLATM0298	8090	1202	1208	1202	1208	262	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036218	ola-miR-187-3p#FMORYLATM0298	8090	1733	1739	1733	1739	263	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026966	ola-miR-187-3p#FMORYLATM0298	8090	1330	1336	1330	1336	264	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000026966	ola-miR-187-3p#FMORYLATM0298	8090	799	805	799	805	265	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036907	ola-miR-187-3p#FMORYLATM0298	8090	3003	3009	3003	3009	266	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000036907	ola-miR-187-3p#FMORYLATM0298	8090	754	760	754	760	267	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000027912	ola-miR-187-3p#FMORYLATM0298	8090	1935	1941	1935	1941	268	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032565	ola-miR-187-3p#FMORYLATM0298	8090	1236	1241	1236	1241	269	6mer	x	6mer	8090		0
transcript:ENSORLT00000040920	ola-miR-187-3p#FMORYLATM0298	8090	1236	1241	1236	1241	270	6mer	x	6mer	8090		0
transcript:ENSORLT00000046827	ola-miR-187-3p#FMORYLATM0298	8090	1236	1241	1236	1241	271	6mer	x	6mer	8090		0
transcript:ENSORLT00000039870	ola-miR-187-3p#FMORYLATM0298	8090	909	914	909	914	272	6mer	x	6mer	8090		0
transcript:ENSORLT00000041579	ola-miR-187-3p#FMORYLATM0298	8090	909	914	909	914	273	6mer	x	6mer	8090		0
transcript:ENSORLT00000044826	ola-miR-187-3p#FMORYLATM0298	8090	909	914	909	914	274	6mer	x	6mer	8090		0
transcript:ENSORLT00000002492	ola-miR-187-3p#FMORYLATM0298	8090	1143	1148	1143	1148	275	6mer	x	6mer	8090		0
transcript:ENSORLT00000030111	ola-miR-187-3p#FMORYLATM0298	8090	2318	2323	2318	2323	276	6mer	x	6mer	8090		0
transcript:ENSORLT00000037011	ola-miR-187-3p#FMORYLATM0298	8090	2990	2995	2990	2995	277	6mer	x	6mer	8090		0
transcript:ENSORLT00000037150	ola-miR-187-3p#FMORYLATM0298	8090	2990	2995	2990	2995	278	6mer	x	6mer	8090		0
transcript:ENSORLT00000026865	ola-miR-187-3p#FMORYLATM0298	8090	2982	2988	2982	2988	279	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000002756	ola-miR-187-3p#FMORYLATM0298	8090	1169	1175	1169	1175	280	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000034048	ola-miR-187-3p#FMORYLATM0298	8090	3411	3417	3411	3417	281	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042737	ola-miR-187-3p#FMORYLATM0298	8090	3411	3417	3411	3417	282	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000046611	ola-miR-187-3p#FMORYLATM0298	8090	3008	3013	3008	3013	283	6mer	x	6mer	8090		0
transcript:ENSORLT00000043811	ola-miR-187-3p#FMORYLATM0298	8090	372	377	372	377	284	6mer	x	6mer	8090		0
transcript:ENSORLT00000003716	ola-miR-187-3p#FMORYLATM0298	8090	1708	1713	1708	1713	285	6mer	x	6mer	8090		0
transcript:ENSORLT00000041721	ola-miR-187-3p#FMORYLATM0298	8090	79	84	79	84	286	6mer	x	6mer	8090		0
transcript:ENSORLT00000003842	ola-miR-187-3p#FMORYLATM0298	8090	79	84	79	84	287	6mer	x	6mer	8090		0
transcript:ENSORLT00000040221	ola-miR-187-3p#FMORYLATM0298	8090	79	84	79	84	288	6mer	x	6mer	8090		0
transcript:ENSORLT00000003998	ola-miR-187-3p#FMORYLATM0298	8090	530	537	530	537	289	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000033850	ola-miR-187-3p#FMORYLATM0298	8090	530	537	530	537	290	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000046649	ola-miR-187-3p#FMORYLATM0298	8090	530	537	530	537	291	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000004098	ola-miR-187-3p#FMORYLATM0298	8090	4712	4717	4712	4717	292	6mer	x	6mer	8090		0
transcript:ENSORLT00000004671	ola-miR-187-3p#FMORYLATM0298	8090	266	271	266	271	293	6mer	x	6mer	8090		0
transcript:ENSORLT00000004886	ola-miR-187-3p#FMORYLATM0298	8090	999	1005	999	1005	294	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000031153	ola-miR-187-3p#FMORYLATM0298	8090	999	1005	999	1005	295	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000005347	ola-miR-187-3p#FMORYLATM0298	8090	2460	2466	2460	2466	296	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000046486	ola-miR-187-3p#FMORYLATM0298	8090	2460	2466	2460	2466	297	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000044227	ola-miR-187-3p#FMORYLATM0298	8090	2877	2882	2877	2882	298	6mer	x	6mer	8090		0
transcript:ENSORLT00000044604	ola-miR-187-3p#FMORYLATM0298	8090	2877	2882	2877	2882	299	6mer	x	6mer	8090		0
transcript:ENSORLT00000006226	ola-miR-187-3p#FMORYLATM0298	8090	197	203	197	203	300	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000039027	ola-miR-187-3p#FMORYLATM0298	8090	999	1004	999	1004	301	6mer	x	6mer	8090		0
transcript:ENSORLT00000034359	ola-miR-187-3p#FMORYLATM0298	8090	834	839	834	839	302	6mer	x	6mer	8090		0
transcript:ENSORLT00000006377	ola-miR-187-3p#FMORYLATM0298	8090	597	602	597	602	303	6mer	x	6mer	8090		0
transcript:ENSORLT00000006779	ola-miR-187-3p#FMORYLATM0298	8090	1930	1936	1930	1936	304	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000039468	ola-miR-187-3p#FMORYLATM0298	8090	1930	1936	1930	1936	305	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000006842	ola-miR-187-3p#FMORYLATM0298	8090	46	52	46	52	306	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029274	ola-miR-187-3p#FMORYLATM0298	8090	46	52	46	52	307	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000033636	ola-miR-187-3p#FMORYLATM0298	8090	1575	1580	1575	1580	308	6mer	x	6mer	8090		0
transcript:ENSORLT00000033344	ola-miR-187-3p#FMORYLATM0298	8090	3870	3877	3870	3877	309	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000045859	ola-miR-187-3p#FMORYLATM0298	8090	3252	3257	3252	3257	310	6mer	x	6mer	8090		0
transcript:ENSORLT00000045859	ola-miR-187-3p#FMORYLATM0298	8090	744	750	744	750	311	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000007321	ola-miR-187-3p#FMORYLATM0298	8090	1795	1800	1795	1800	312	6mer	x	6mer	8090		0
transcript:ENSORLT00000008176	ola-miR-187-3p#FMORYLATM0298	8090	130	136	130	136	313	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000032704	ola-miR-187-3p#FMORYLATM0298	8090	130	136	130	136	314	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000044684	ola-miR-187-3p#FMORYLATM0298	8090	747	752	747	752	315	6mer	x	6mer	8090		0
transcript:ENSORLT00000031026	ola-miR-187-3p#FMORYLATM0298	8090	2128	2133	2128	2133	316	6mer	x	6mer	8090		0
transcript:ENSORLT00000038042	ola-miR-187-3p#FMORYLATM0298	8090	2128	2133	2128	2133	317	6mer	x	6mer	8090		0
transcript:ENSORLT00000028974	ola-miR-187-3p#FMORYLATM0298	8090	1297	1303	1297	1303	318	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028974	ola-miR-187-3p#FMORYLATM0298	8090	1888	1894	1888	1894	319	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000027001	ola-miR-187-3p#FMORYLATM0298	8090	182	188	182	188	320	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000044202	ola-miR-187-3p#FMORYLATM0298	8090	182	188	182	188	321	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000009024	ola-miR-187-3p#FMORYLATM0298	8090	2072	2077	2072	2077	322	6mer	x	6mer	8090		0
transcript:ENSORLT00000009024	ola-miR-187-3p#FMORYLATM0298	8090	449	454	449	454	323	6mer	x	6mer	8090		0
transcript:ENSORLT00000009023	ola-miR-187-3p#FMORYLATM0298	8090	507	512	507	512	324	6mer	x	6mer	8090		0
transcript:ENSORLT00000035844	ola-miR-187-3p#FMORYLATM0298	8090	563	569	563	569	325	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000035844	ola-miR-187-3p#FMORYLATM0298	8090	982	988	982	988	326	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000046963	ola-miR-187-3p#FMORYLATM0298	8090	2081	2086	2081	2086	327	6mer	x	6mer	8090		0
transcript:ENSORLT00000032143	ola-miR-187-3p#FMORYLATM0298	8090	706	712	706	712	328	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000043295	ola-miR-187-3p#FMORYLATM0298	8090	3729	3734	3729	3734	329	6mer	x	6mer	8090		0
transcript:ENSORLT00000010324	ola-miR-187-3p#FMORYLATM0298	8090	1203	1208	1203	1208	330	6mer	x	6mer	8090		0
transcript:ENSORLT00000037804	ola-miR-187-3p#FMORYLATM0298	8090	1203	1208	1203	1208	331	6mer	x	6mer	8090		0
transcript:ENSORLT00000010380	ola-miR-187-3p#FMORYLATM0298	8090	730	735	730	735	332	6mer	x	6mer	8090		0
transcript:ENSORLT00000027304	ola-miR-187-3p#FMORYLATM0298	8090	1637	1643	1637	1643	333	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000011256	ola-miR-187-3p#FMORYLATM0298	8090	659	664	659	664	334	6mer	x	6mer	8090		0
transcript:ENSORLT00000039805	ola-miR-187-3p#FMORYLATM0298	8090	1759	1764	1759	1764	335	6mer	x	6mer	8090		0
transcript:ENSORLT00000012129	ola-miR-187-3p#FMORYLATM0298	8090	3434	3441	3434	3441	336	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000036880	ola-miR-187-3p#FMORYLATM0298	8090	3434	3441	3434	3441	337	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000012377	ola-miR-187-3p#FMORYLATM0298	8090	1452	1457	1452	1457	338	6mer	x	6mer	8090		0
transcript:ENSORLT00000012377	ola-miR-187-3p#FMORYLATM0298	8090	867	872	867	872	339	6mer	x	6mer	8090		0
transcript:ENSORLT00000012377	ola-miR-187-3p#FMORYLATM0298	8090	899	904	899	904	340	6mer	x	6mer	8090		0
transcript:ENSORLT00000035509	ola-miR-187-3p#FMORYLATM0298	8090	2009	2015	2009	2015	341	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000012898	ola-miR-187-3p#FMORYLATM0298	8090	791	797	791	797	342	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000012990	ola-miR-187-3p#FMORYLATM0298	8090	2196	2201	2196	2201	343	6mer	x	6mer	8090		0
transcript:ENSORLT00000013434	ola-miR-187-3p#FMORYLATM0298	8090	62	68	62	68	344	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000013447	ola-miR-187-3p#FMORYLATM0298	8090	3376	3381	3376	3381	345	6mer	x	6mer	8090		0
transcript:ENSORLT00000013724	ola-miR-187-3p#FMORYLATM0298	8090	122	128	122	128	346	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035907	ola-miR-187-3p#FMORYLATM0298	8090	122	128	122	128	347	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000013995	ola-miR-187-3p#FMORYLATM0298	8090	319	325	319	325	348	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038355	ola-miR-187-3p#FMORYLATM0298	8090	319	325	319	325	349	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000014168	ola-miR-187-3p#FMORYLATM0298	8090	83	89	83	89	350	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000041018	ola-miR-187-3p#FMORYLATM0298	8090	289	295	289	295	351	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000014307	ola-miR-187-3p#FMORYLATM0298	8090	3699	3704	3699	3704	352	6mer	x	6mer	8090		0
transcript:ENSORLT00000032186	ola-miR-187-3p#FMORYLATM0298	8090	2793	2798	2793	2798	353	6mer	x	6mer	8090		0
transcript:ENSORLT00000042219	ola-miR-187-3p#FMORYLATM0298	8090	4314	4320	4314	4320	354	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000029182	ola-miR-187-3p#FMORYLATM0298	8090	218	224	218	224	355	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000038777	ola-miR-187-3p#FMORYLATM0298	8090	3613	3619	3613	3619	356	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000023223	ola-miR-187-3p#FMORYLATM0298	8090	576	582	576	582	357	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000029957	ola-miR-187-3p#FMORYLATM0298	8090	3259	3264	3259	3264	358	6mer	x	6mer	8090		0
transcript:ENSORLT00000033881	ola-miR-187-3p#FMORYLATM0298	8090	3259	3264	3259	3264	359	6mer	x	6mer	8090		0
transcript:ENSORLT00000031091	ola-miR-187-3p#FMORYLATM0298	8090	2934	2939	2934	2939	360	6mer	x	6mer	8090		0
transcript:ENSORLT00000041894	ola-miR-187-3p#FMORYLATM0298	8090	1885	1890	1885	1890	361	6mer	x	6mer	8090		0
transcript:ENSORLT00000037664	ola-miR-187-3p#FMORYLATM0298	8090	901	906	901	906	362	6mer	x	6mer	8090		0
transcript:ENSORLT00000000413	ola-miR-187-3p#FMORYLATM0298	8090	1620	1625	1620	1625	363	6mer	x	6mer	8090		0
transcript:ENSORLT00000000413	ola-miR-187-3p#FMORYLATM0298	8090	1899	1904	1899	1904	364	6mer	x	6mer	8090		0
transcript:ENSORLT00000041630	ola-miR-187-3p#FMORYLATM0298	8090	1385	1392	1385	1392	365	8mer-1a	x	8mer-1a	8090		0
transcript:ENSORLT00000041630	ola-miR-187-3p#FMORYLATM0298	8090	1399	1405	1399	1405	366	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000041630	ola-miR-187-3p#FMORYLATM0298	8090	3643	3648	3643	3648	367	6mer	x	6mer	8090		0
transcript:ENSORLT00000028975	ola-miR-187-3p#FMORYLATM0298	8090	1384	1389	1384	1389	368	6mer	x	6mer	8090		0
transcript:ENSORLT00000000758	ola-miR-187-3p#FMORYLATM0298	8090	62	67	62	67	369	6mer	x	6mer	8090		0
transcript:ENSORLT00000001099	ola-miR-187-3p#FMORYLATM0298	8090	3170	3175	3170	3175	370	6mer	x	6mer	8090		0
transcript:ENSORLT00000001101	ola-miR-187-3p#FMORYLATM0298	8090	3170	3175	3170	3175	371	6mer	x	6mer	8090		0
transcript:ENSORLT00000039738	ola-miR-187-3p#FMORYLATM0298	8090	191	196	191	196	372	6mer	x	6mer	8090		0
transcript:ENSORLT00000030054	ola-miR-187-3p#FMORYLATM0298	8090	910	916	910	916	373	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035888	ola-miR-187-3p#FMORYLATM0298	8090	4703	4709	4703	4709	374	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000038025	ola-miR-187-3p#FMORYLATM0298	8090	1196	1202	1196	1202	375	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000001675	ola-miR-187-3p#FMORYLATM0298	8090	3338	3343	3338	3343	376	6mer	x	6mer	8090		0
transcript:ENSORLT00000034581	ola-miR-187-3p#FMORYLATM0298	8090	3271	3276	3271	3276	377	6mer	x	6mer	8090		0
transcript:ENSORLT00000035269	ola-miR-187-3p#FMORYLATM0298	8090	664	669	664	669	378	6mer	x	6mer	8090		0
transcript:ENSORLT00000001864	ola-miR-187-3p#FMORYLATM0298	8090	27	33	27	33	379	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000001998	ola-miR-187-3p#FMORYLATM0298	8090	334	340	334	340	380	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000001994	ola-miR-187-3p#FMORYLATM0298	8090	208	214	208	214	381	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000026784	ola-miR-187-3p#FMORYLATM0298	8090	3446	3451	3446	3451	382	6mer	x	6mer	8090		0
transcript:ENSORLT00000028217	ola-miR-187-3p#FMORYLATM0298	8090	361	367	361	367	383	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028217	ola-miR-187-3p#FMORYLATM0298	8090	604	610	604	610	384	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000028878	ola-miR-187-3p#FMORYLATM0298	8090	2634	2639	2634	2639	385	6mer	x	6mer	8090		0
transcript:ENSORLT00000040027	ola-miR-187-3p#FMORYLATM0298	8090	2634	2639	2634	2639	386	6mer	x	6mer	8090		0
transcript:ENSORLT00000032002	ola-miR-187-3p#FMORYLATM0298	8090	3222	3227	3222	3227	387	6mer	x	6mer	8090		0
transcript:ENSORLT00000002595	ola-miR-187-3p#FMORYLATM0298	8090	2658	2664	2658	2664	388	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035679	ola-miR-187-3p#FMORYLATM0298	8090	724	730	724	730	389	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000002796	ola-miR-187-3p#FMORYLATM0298	8090	1289	1294	1289	1294	390	6mer	x	6mer	8090		0
transcript:ENSORLT00000002796	ola-miR-187-3p#FMORYLATM0298	8090	1925	1931	1925	1931	391	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000035955	ola-miR-187-3p#FMORYLATM0298	8090	876	882	876	882	392	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000036747	ola-miR-187-3p#FMORYLATM0298	8090	560	565	560	565	393	6mer	x	6mer	8090		0
transcript:ENSORLT00000035266	ola-miR-187-3p#FMORYLATM0298	8090	164	170	164	170	394	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000042039	ola-miR-187-3p#FMORYLATM0298	8090	1287	1292	1287	1292	395	6mer	x	6mer	8090		0
transcript:ENSORLT00000003765	ola-miR-187-3p#FMORYLATM0298	8090	3276	3282	3276	3282	396	7mer-m8	x	7mer-m8	8090		0
transcript:ENSORLT00000032202	ola-miR-187-3p#FMORYLATM0298	8090	1276	1282	1276	1282	397	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000027770	ola-miR-187-3p#FMORYLATM0298	8090	4046	4052	4046	4052	398	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000003821	ola-miR-187-3p#FMORYLATM0298	8090	660	666	660	666	399	7mer-1a	x	7mer-1a	8090		0
transcript:ENSORLT00000004238	ola-miR-187-3p#FMORYLATM0298	8090	831	836	831	836	400	6mer	x	6mer	8090		0
transcript:ENSORLT00000042756	ola-miR-187-3p#FMORYLATM0298	8090	17	22	17	22	401	6mer	x	6mer	8090		0
transcript:ENSORLT00000005071	ola-miR-187-3p#FMORYLATM0298	8090	37	43	37	43	402	7mer-m8	x	7mer-m8	8090		0
